dataset	co1_species	count	pct_id	accession_species	accession	total_count	fractional_count
Peach-7-F6.trim_2	Drosophila_melanogaster	12035	99.7838479434981	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	12035	1
Peach-8-F7.trim_1	Drosophila_melanogaster	16777	99.8045800798713	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	16779	0.999880803385184
Peach-8-F7.trim_1	Drosophila_sechellia	1	96.64	MK659840.1:2420-3954_Drosophila_sechellia	MK659840.1:2420-3954	16779	5.95983074080696e-05
Peach-8-F7.trim_1	Zaprionus_indianus	1	98.25	MK659852.1:1444-2979_Zaprionus_indianus	MK659852.1:1444-2979	16779	5.95983074080696e-05
Peach-8-F7.trim_2	Drosophila_melanogaster	16767	99.7651207729469	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	16769	0.999880732303656
Peach-8-F7.trim_2	Drosophila_moriwakii	1	100	AY750097.1:1-1500_Drosophila_moriwakii	AY750097.1:1-1500	16769	5.96338481722226e-05
Peach-8-F7.trim_2	Drosophila_sechellia	1	94.81	MK659840.1:2420-3954_Drosophila_sechellia	MK659840.1:2420-3954	16769	5.96338481722226e-05
Peach-9-F8.trim_1	Drosophila_melanogaster	14125	99.7872913274336	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	14125	1
Peach-9-F8.trim_2	Drosophila_melanogaster	14136	99.7372446236559	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	14137	0.999929263634434
Peach-9-F8.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	14137	7.07363655655372e-05
Penn-F-1.trim_1	Drosophila_melanogaster	816	99.8273406862745	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	816	1
Penn-F-1.trim_2	Drosophila_melanogaster	806	99.8642928039702	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	806	1
Penn-F-12.trim_1	Drosophila_melanogaster	138	99.8104347826087	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	138	1
Penn-F-12.trim_2	Drosophila_melanogaster	146	99.8354794520548	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	146	1
Penn-F-2.trim_1	Drosophila_melanogaster	167	99.7432335329341	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	167	1
Penn-F-2.trim_2	Drosophila_melanogaster	166	99.6631325301205	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	166	1
Penn-F-3.trim_1	Drosophila_melanogaster	339	99.8055457227139	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	339	1
Penn-F-3.trim_2	Drosophila_melanogaster	361	99.7898614958449	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	361	1
Penn-F-4.trim_1	Drosophila_melanogaster	747	99.8058366800535	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	751	0.994673768308921
Penn-F-4.trim_1	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	751	0.00532623169107856
Penn-F-4.trim_2	Drosophila_melanogaster	798	99.7391979949875	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	801	0.99625468164794
Penn-F-4.trim_2	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	801	0.00374531835205993
Penn-F-6.trim_1	Drosophila_melanogaster	566	99.8843639575972	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	566	1
Penn-F-6.trim_2	Drosophila_melanogaster	555	99.8683423423423	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	555	1
Penn-F-9.trim_1	Drosophila_melanogaster	589	99.8900339558574	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	590	0.998305084745763
Penn-F-9.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	590	0.00169491525423729
Penn-F-9.trim_2	Drosophila_melanogaster	603	99.8484411276949	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	604	0.998344370860927
Penn-F-9.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	604	0.00165562913907285
Penn-M-10.trim_1	Drosophila_melanogaster	1627	99.8860417947142	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1629	0.998772252915899
Penn-M-10.trim_1	Drosophila_simulans	2	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1629	0.00122774708410068
Penn-M-10.trim_2	Drosophila_melanogaster	1658	99.8725271411339	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1660	0.998795180722892
Penn-M-10.trim_2	Drosophila_simulans	2	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1660	0.00120481927710843
Penn-M-11.trim_1	Drosophila_melanogaster	89	99.8744943820225	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	89	1
Penn-M-11.trim_2	Drosophila_melanogaster	85	99.9250588235294	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	85	1
Penn-M-14.trim_1	Drosophila_melanogaster	1003	99.8003090727817	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1003	1
Penn-M-14.trim_2	Drosophila_melanogaster	1036	99.8005984555985	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1037	0.999035679845709
Penn-M-14.trim_2	Drosophila_nebulosa	1	96.77	NC_071243.1:1472-3007_Drosophila_nebulosa	NC_071243.1:1472-3007	1037	0.000964320154291225
Penn-M-15.trim_1	Drosophila_melanogaster	2266	99.9041394527802	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2267	0.999558888398765
Penn-M-15.trim_1	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2267	0.000441111601235112
Penn-M-15.trim_2	Drosophila_melanogaster	2292	99.8442713787086	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2293	0.999563890100305
Penn-M-15.trim_2	Drosophila_bocki	1	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	2293	0.000436109899694723
Penn-M-2.trim_1	Drosophila_melanogaster	817	99.8202570379437	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	817	1
Penn-M-2.trim_2	Drosophila_melanogaster	840	99.8026071428571	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	840	1
Penn-M-8.trim_1	Drosophila_melanogaster	184	99.8140217391304	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	184	1
Penn-M-8.trim_2	Drosophila_melanogaster	192	99.86296875	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	192	1
hydei-20-TD-1.trim_1	Drosophila_affinis	3096	99.762742248062	MK659802.1:1454-2989_Drosophila_affinis	MK659802.1:1454-2989	3512	0.881548974943052
hydei-20-TD-1.trim_1	Drosophila_athabasca	414	99.1729951690821	MK659807.1:1454-2989_Drosophila_athabasca	MK659807.1:1454-2989	3512	0.117881548974943
hydei-20-TD-1.trim_1	Stegana_nigrolimbata	1	100	HM636458.1:1-1534_Stegana_nigrolimbata	HM636458.1:1-1534	3512	0.000284738041002278
hydei-20-TD-1.trim_1	Drosophila_helvetica	1	96.64	OZ018407.1:3371-4906_Drosophila_helvetica	OZ018407.1:3371-4906	3512	0.000284738041002278
hydei-20-TD-1.trim_2	Drosophila_affinis	4184	99.7929302103251	MK659802.1:1454-2989_Drosophila_affinis	MK659802.1:1454-2989	4338	0.964499769479023
hydei-20-TD-1.trim_2	Drosophila_athabasca	151	99.0566225165563	MK659807.1:1454-2989_Drosophila_athabasca	MK659807.1:1454-2989	4338	0.0348086675887506
hydei-20-TD-1.trim_2	Drosophila_helvetica	2	97.27	OZ018407.1:3371-4906_Drosophila_helvetica	OZ018407.1:3371-4906	4338	0.000461041954817888
hydei-20-TD-1.trim_2	Stegana_nigrolimbata	1	100	HM636458.1:1-1534_Stegana_nigrolimbata	HM636458.1:1-1534	4338	0.000230520977408944
mel-20-AG-4.trim_1	Drosophila_melanogaster	23450	99.8228878464819	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	23457	0.999701581617428
mel-20-AG-4.trim_1	Drosophila_simulans	5	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	23457	0.00021315598755169
mel-20-AG-4.trim_1	Drosophila_sechellia	1	95.77	MK659840.1:2420-3954_Drosophila_sechellia	MK659840.1:2420-3954	23457	4.26311975103381e-05
mel-20-AG-4.trim_1	Drosophila_limbata	1	97.96	OZ001357.1:3461-4996_Drosophila_limbata	OZ001357.1:3461-4996	23457	4.26311975103381e-05
mel-20-AG-4.trim_2	Drosophila_melanogaster	25146	99.7704346615764	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	25150	0.999840954274354
mel-20-AG-4.trim_2	Drosophila_simulans	4	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	25150	0.000159045725646123
mel-20-AG-5.trim_1	Drosophila_melanogaster	17111	99.8091192799953	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	17115	0.999766286882851
mel-20-AG-5.trim_1	Drosophila_simulans	3	99.5533333333333	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	17115	0.000175284837861525
mel-20-AG-5.trim_1	Drosophila_simulans	1	98.97	AF200837.1:1478-3012_Drosophila_simulans	AF200837.1:1478-3012	17115	5.8428279287175e-05
mel-20-AG-5.trim_2	Drosophila_melanogaster	18538	99.747522925882	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	18542	0.99978427354115
mel-20-AG-5.trim_2	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	18542	0.000161794844137633
mel-20-AG-5.trim_2	Drosophila_sechellia	1	96.64	MK659840.1:2420-3954_Drosophila_sechellia	MK659840.1:2420-3954	18542	5.39316147125445e-05
mel-20-TD-3.trim_1	Drosophila_melanogaster	12715	99.7561745969328	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	12716	0.999921358917899
mel-20-TD-3.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	12716	7.86410821012897e-05
mel-20-TD-3.trim_2	Drosophila_melanogaster	14032	99.6746436716078	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	14032	1
mel-21-LK-5.trim_1	Drosophila_melanogaster	2498	99.8267453963171	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2501	0.998800479808077
mel-21-LK-5.trim_1	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2501	0.00119952019192323
mel-21-LK-5.trim_2	Drosophila_melanogaster	2641	99.8116433169254	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	2644	0.998865355521936
mel-21-LK-5.trim_2	Drosophila_simulans	3	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	2644	0.00113464447806354
mel-21-MDS-9.trim_1	Drosophila_melanogaster	1212	99.7367574257426	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1213	0.999175597691674
mel-21-MDS-9.trim_1	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1213	0.000824402308326463
mel-21-MDS-9.trim_2	Drosophila_melanogaster	1299	99.7170438799076	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	1300	0.999230769230769
mel-21-MDS-9.trim_2	Drosophila_simulans	1	100	AF200849.1:1478-3012_Drosophila_simulans	AF200849.1:1478-3012	1300	0.000769230769230769
sim-20-AG-3.trim_1	Drosophila_melanogaster	23986	99.9085524889519	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	23988	0.999916624979156
sim-20-AG-3.trim_1	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	23988	8.33750208437552e-05
sim-20-AG-3.trim_2	Drosophila_melanogaster	23775	99.8463116719243	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	23777	0.999915885099045
sim-20-AG-3.trim_2	Drosophila_bocki	2	100	AB669730.1:1-1536_Drosophila_bocki	AB669730.1:1-1536	23777	8.41149009547041e-05
sim-20-TD-4.trim_1	Drosophila_melanogaster	9897	99.7502556330201	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	9899	0.999797959389837
sim-20-TD-4.trim_1	Drosophila_sechellia	1	98.66	MK659840.1:2420-3954_Drosophila_sechellia	MK659840.1:2420-3954	9899	0.000101020305081321
sim-20-TD-4.trim_1	Drosophila_limbata	1	97.73	OZ001357.1:3461-4996_Drosophila_limbata	OZ001357.1:3461-4996	9899	0.000101020305081321
sim-20-TD-4.trim_2	Drosophila_melanogaster	10990	99.6850882620564	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	10990	1
sim-20-TD-5.trim_1	Drosophila_melanogaster	19132	99.9078961948568	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	19132	1
sim-20-TD-5.trim_2	Drosophila_melanogaster	18958	99.8399836480641	KX889417.2:1474-3009_Drosophila_melanogaster	KX889417.2:1474-3009	18959	0.999947254602036
sim-20-TD-5.trim_2	Drosophila_pectinifera	1	100	AB669761.1:1-1536_Drosophila_pectinifera	AB669761.1:1-1536	18959	5.27453979640276e-05
